,Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
24718,53, HS-grad,9, Divorced, Not-in-family, Female,2597.0,40
24724,32, Some-college,10, Never-married, Own-child, Female,,40
24728,32, HS-grad,9, Never-married, Other-relative,,0.0,35
24730,31,,10, Separated, Unmarried,,0.0,40
24732,47,,9, Married-civ-spouse, Husband,,,85
24736,17,,9, Never-married, Own-child, Male,0.0,20
24737,67, HS-grad,9, Married-civ-spouse, Husband,,0.0,24
24738,57, Masters,14, Married-civ-spouse, Husband, Male,0.0,55
24744,51, Masters,14, Married-civ-spouse, Husband, Male,0.0,47
24745,38,,9, Separated, Not-in-family,,0.0,40
24746,51, HS-grad,9, Married-civ-spouse, Husband,,0.0,46
24747,18, HS-grad,9, Never-married, Own-child, Female,0.0,10
24749,42, Some-college,10, Married-civ-spouse, Husband, Male,,60
24750,34,,9, Separated, Not-in-family,,0.0,35
24751,39, HS-grad,9, Never-married, Unmarried, Male,0.0,40
24753,39, Some-college,10, Never-married, Unmarried, Female,,40
24755,26, 7th-8th,4, Never-married, Not-in-family, Male,0.0,40
24757,34, Some-college,10, Divorced, Not-in-family, Female,,40
24761,54, Bachelors,13, Widowed, Unmarried, Female,,40
24763,67, HS-grad,9, Widowed, Not-in-family, Female,991.0,18
24766,47, Bachelors,13, Divorced, Not-in-family, Female,,25
24768,45,,9, Married-civ-spouse, Husband, Male,0.0,40
24769,19, HS-grad,9, Never-married, Not-in-family, Female,0.0,30
24774,51, HS-grad,9, Never-married, Not-in-family,,0.0,40
24776,32, HS-grad,9, Divorced, Unmarried, Male,3887.0,40
24777,59,,9, Divorced, Not-in-family, Female,0.0,40
24780,54, 10th,6, Divorced, Unmarried, Male,14344.0,68
24783,28,,7, Never-married, Not-in-family, Female,0.0,40
24785,49,,13, Divorced, Not-in-family, Female,0.0,50
24786,46, HS-grad,9, Divorced, Not-in-family, Male,0.0,30
24788,56, Bachelors,13, Never-married, Not-in-family, Female,0.0,45
24789,41, Assoc-acdm,12, Divorced, Unmarried,,0.0,50
24797,36, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,35
24808,33, 9th,5, Married-civ-spouse, Other-relative, Male,0.0,40
24812,37, Some-college,10, Never-married, Own-child, Female,0.0,40
24814,37, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,30
24815,50, Some-college,10, Married-civ-spouse, Other-relative, Female,0.0,35
24819,20, Some-college,10, Never-married, Own-child,,0.0,16
24822,34, Assoc-voc,11, Never-married, Unmarried,,0.0,40
24825,22, Some-college,10, Never-married, Other-relative, Female,,40
24832,26, Bachelors,13, Never-married, Not-in-family, Male,0.0,60
24833,25, Some-college,10, Never-married, Not-in-family, Male,0.0,60
24835,52, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,38
24841,31, HS-grad,9, Never-married, Own-child,,0.0,40
24842,57, 7th-8th,4, Widowed, Not-in-family,,0.0,10
24850,48, Prof-school,15, Married-civ-spouse, Husband, Male,99999.0,50
24855,25, HS-grad,9, Never-married, Not-in-family,,0.0,35
24856,45, HS-grad,9, Never-married, Unmarried, Female,0.0,30
24857,53, Some-college,10, Never-married, Not-in-family,,0.0,40
24860,23, 9th,5, Never-married, Other-relative, Male,0.0,35
24861,17, 10th,6, Never-married, Own-child, Male,0.0,18
24863,61, 12th,8, Married-spouse-absent, Not-in-family, Male,0.0,40
24864,57, Some-college,10, Widowed, Unmarried, Female,0.0,38
24867,48, Assoc-acdm,12, Divorced, Not-in-family, Male,0.0,44
24868,46, Prof-school,15, Divorced, Unmarried,,,48
24870,35, HS-grad,9, Never-married, Not-in-family, Female,0.0,54
24873,19, HS-grad,9, Never-married, Own-child, Male,0.0,10
24878,20, 12th,8, Never-married, Own-child,,0.0,35
24880,58, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,38
24882,39, Some-college,10, Divorced, Unmarried, Female,0.0,56
24883,38,,9, Married-civ-spouse, Husband, Male,0.0,44
24885,35, Bachelors,13, Never-married, Not-in-family,,0.0,40
24888,54, Assoc-acdm,12, Divorced, Unmarried, Female,0.0,55
24889,42, Bachelors,13, Never-married, Own-child, Female,0.0,12
24892,63, Some-college,10, Married-civ-spouse, Husband, Male,0.0,30
24893,21, 9th,5, Never-married, Not-in-family, Male,0.0,48
24896,43, Some-college,10, Never-married, Unmarried, Female,0.0,40
24898,37,,5, Married-civ-spouse, Husband, Male,0.0,40
24899,51, HS-grad,9, Never-married, Unmarried, Female,0.0,45
24900,45,,13, Married-civ-spouse, Husband, Male,0.0,72
24901,19, 12th,8, Never-married, Own-child,,0.0,20
24903,61, 9th,5, Widowed, Not-in-family, Male,0.0,65
24909,32, HS-grad,9, Never-married, Unmarried,,0.0,40
24911,64, HS-grad,9, Widowed, Not-in-family, Female,0.0,23
24912,34, HS-grad,9, Separated, Unmarried, Male,0.0,40
24915,46, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,55
24917,31, Some-college,10, Separated, Unmarried, Female,0.0,40
24919,39, Some-college,10, Married-civ-spouse, Wife, Female,0.0,45
24920,19, 12th,8, Never-married, Own-child, Female,,18
24923,68, Masters,14, Married-civ-spouse, Husband, Male,0.0,18
24924,69, HS-grad,9, Widowed, Not-in-family, Female,991.0,18
24925,62,,10, Married-civ-spouse, Husband, Male,0.0,40
24927,39, HS-grad,9, Divorced, Unmarried, Female,,40
24929,29, Some-college,10, Married-civ-spouse, Husband, Male,0.0,50
24934,18, Some-college,10, Never-married, Own-child, Female,0.0,35
24938,48, Some-college,10, Divorced, Unmarried, Female,0.0,20
24943,41, Bachelors,13, Married-civ-spouse, Husband,,7688.0,50
24946,67, HS-grad,9, Never-married, Not-in-family, Female,0.0,38
24948,47, HS-grad,9, Separated, Not-in-family, Female,0.0,52
24950,25, Bachelors,13, Never-married, Not-in-family, Female,0.0,16
24951,19, 9th,5, Never-married, Other-relative,,0.0,16
24952,24, 7th-8th,4, Separated, Own-child, Male,0.0,40
24956,34, Assoc-voc,11, Married-civ-spouse, Husband, Male,3908.0,45
24957,35, Some-college,10, Married-civ-spouse, Husband, Male,0.0,46
24961,55, Masters,14, Divorced, Unmarried, Male,0.0,40
24962,22, Some-college,10, Never-married, Own-child, Female,0.0,35
24963,20, Some-college,10, Never-married, Own-child,,,50
24965,38,,12, Never-married, Not-in-family, Male,0.0,40
24966,53, 9th,5, Widowed, Unmarried,,0.0,25
24967,26, Some-college,10, Separated, Own-child, Male,,48
24970,53, 1st-4th,2, Married-civ-spouse, Husband,,0.0,50
24971,35, HS-grad,9, Divorced, Unmarried, Male,2354.0,40
24975,57, 9th,5, Married-civ-spouse, Husband, Male,0.0,55
24976,25, 11th,7, Married-civ-spouse, Husband,,0.0,40
24978,48,,13, Never-married, Not-in-family, Male,0.0,50
24982,20, Some-college,10, Never-married, Other-relative, Male,1055.0,20
24985,35, 10th,6, Married-civ-spouse, Husband, Male,0.0,40
24988,43, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,40
24989,40, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,55
24990,54, Some-college,10, Divorced, Not-in-family, Male,0.0,55
24991,28, Some-college,10, Divorced, Not-in-family, Female,,40
24995,41, 10th,6, Married-civ-spouse, Husband,,0.0,60
24997,33, HS-grad,9, Divorced, Own-child, Female,0.0,42
24999,25, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,32
25000,44, 11th,7, Divorced, Unmarried, Female,0.0,44
25002,46, 10th,6, Married-spouse-absent, Not-in-family, Male,,37
25006,27, HS-grad,9, Married-civ-spouse, Husband,,5178.0,40
25007,53, 9th,5, Married-civ-spouse, Husband, Male,0.0,40
25010,39, Some-college,10, Never-married, Other-relative, Male,0.0,40
25012,53, Masters,14, Married-civ-spouse, Husband, Male,0.0,45
25013,33, 9th,5, Married-civ-spouse, Husband,,0.0,40
25014,22, Some-college,10, Married-civ-spouse, Wife, Female,,40
25015,44,,10, Divorced, Unmarried, Female,0.0,35
25017,66, Some-college,10, Divorced, Not-in-family, Female,0.0,20
25020,34, HS-grad,9, Married-civ-spouse, Wife, Female,,40
25022,43,,13, Never-married, Not-in-family, Male,0.0,60
25023,46, Bachelors,13, Married-civ-spouse, Husband, Male,,50
25024,17, 11th,7, Never-married, Not-in-family, Male,0.0,20
25025,60, 7th-8th,4, Married-civ-spouse, Husband, Male,3137.0,40
25026,63, Masters,14, Married-civ-spouse, Husband, Male,,40
25031,20, 9th,5, Never-married, Other-relative, Female,0.0,40
25032,30, Some-college,10, Never-married, Other-relative, Male,0.0,72
25036,65, HS-grad,9, Widowed, Unmarried, Female,,17
25037,35, Prof-school,15, Married-civ-spouse, Husband, Male,,55
25045,33, Some-college,10, Separated, Unmarried,,0.0,38
25047,47, HS-grad,9, Divorced, Unmarried, Female,,40
25048,30, Assoc-acdm,12, Married-civ-spouse, Wife,,0.0,20
25049,36, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,40
25052,33, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0.0,20
25059,21, Some-college,10, Married-civ-spouse, Husband, Male,0.0,20
25063,47, HS-grad,9, Married-civ-spouse, Husband, Male,5178.0,40
25065,37, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,48
25069,47, Assoc-acdm,12, Married-civ-spouse, Husband, Male,5178.0,50
25070,59, HS-grad,9, Separated, Unmarried, Female,,40
25071,70, HS-grad,9, Widowed, Unmarried, Female,0.0,5
25075,33, Some-college,10, Separated, Unmarried, Female,0.0,50
25077,28, HS-grad,9, Never-married, Not-in-family,,0.0,40
25078,74, 10th,6, Divorced, Not-in-family, Female,0.0,1
25080,35, Assoc-voc,11, Divorced, Not-in-family, Male,0.0,40
25083,38, Some-college,10, Never-married, Not-in-family, Male,,50
25089,39, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,60
25090,31, HS-grad,9, Never-married, Own-child, Male,,60
25094,27,,10, Never-married, Not-in-family, Male,0.0,25
25095,28, Bachelors,13, Never-married, Not-in-family,,,20
25100,48, Preschool,1, Separated, Unmarried, Female,0.0,40
25102,51, 12th,8, Married-civ-spouse, Husband, Male,0.0,40
25104,43, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,70
25108,44, Masters,14, Married-civ-spouse, Husband,,7298.0,40
25109,35, HS-grad,9, Divorced, Unmarried, Female,0.0,50
25111,39, 10th,6, Separated, Own-child, Female,,12
25113,23, Preschool,1, Never-married, Own-child, Female,0.0,15
25114,26, 11th,7, Married-civ-spouse, Husband, Male,,40
25116,29, Some-college,10, Separated, Not-in-family, Male,,42
25120,39, Bachelors,13, Married-civ-spouse, Husband,,3103.0,48
25121,37, Masters,14, Never-married, Not-in-family,,0.0,40
25126,59,,9, Married-civ-spouse, Husband, Male,2414.0,15
25128,24, Some-college,10, Never-married, Unmarried, Female,,40
25130,29, HS-grad,9, Married-AF-spouse, Husband,,,80
25135,40,,16, Married-civ-spouse, Wife, Female,0.0,20
25136,32, Some-college,10, Divorced, Not-in-family, Male,0.0,16
25137,48,,13, Divorced, Not-in-family, Male,0.0,40
25139,50, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,38
25141,23, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,55
25144,39, 9th,5, Divorced, Not-in-family, Male,0.0,50
25145,52, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,48
25146,44,,9, Married-civ-spouse, Husband, Male,0.0,80
25147,43, Bachelors,13, Married-civ-spouse, Husband, Male,,50
25149,33, 7th-8th,4, Never-married, Not-in-family, Male,0.0,40
25150,31, Masters,14, Never-married, Not-in-family, Male,,40
25153,19, 12th,8, Never-married, Not-in-family, Female,0.0,25
25154,35, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,50
25155,44, Bachelors,13, Married-civ-spouse, Husband, Male,,60
25158,55,,9, Divorced, Unmarried,,0.0,48
25159,30, 7th-8th,4, Separated, Not-in-family, Male,0.0,35
25161,75, HS-grad,9, Married-civ-spouse, Husband,,2653.0,20
25165,25, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,30
25166,27, Bachelors,13, Married-civ-spouse, Husband,,,45
25168,21, Some-college,10, Married-civ-spouse, Wife, Female,0.0,40
25170,42, Some-college,10, Never-married, Not-in-family, Male,0.0,40
25171,28, 10th,6, Married-civ-spouse, Husband,,0.0,36
25173,59, Some-college,10, Divorced, Unmarried, Female,0.0,32
25178,45, Doctorate,16, Never-married, Not-in-family, Male,99999.0,30
25179,24, 7th-8th,4, Never-married, Own-child, Male,0.0,40
25183,24, HS-grad,9, Never-married, Own-child, Male,0.0,30
25184,24, Bachelors,13, Never-married, Not-in-family,,0.0,30
25185,28, Some-college,10, Never-married, Not-in-family, Female,0.0,45
25189,51, Some-college,10, Divorced, Not-in-family, Female,0.0,36
25195,51, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,40
25196,45, Bachelors,13, Married-spouse-absent, Unmarried, Male,0.0,40
25197,45, Assoc-voc,11, Married-civ-spouse, Husband,,,40
25200,38, 11th,7, Married-spouse-absent, Own-child,,0.0,36
25202,52, Assoc-voc,11, Never-married, Not-in-family, Male,0.0,50
25204,31, Bachelors,13, Married-civ-spouse, Husband,,0.0,50
25205,22, HS-grad,9, Never-married, Own-child, Male,0.0,24
25210,29, Masters,14, Never-married, Not-in-family, Male,0.0,42
25214,28, Assoc-acdm,12, Never-married, Own-child, Female,0.0,40
25215,46, Masters,14, Married-civ-spouse, Husband,,,46
25219,74, 10th,6, Married-civ-spouse, Husband, Male,0.0,20
25220,29, HS-grad,9, Married-civ-spouse, Other-relative, Male,0.0,40
25222,44, Some-college,10, Married-civ-spouse, Husband, Male,7688.0,45
25226,43, HS-grad,9, Divorced, Not-in-family,,0.0,30
25227,23, Preschool,1, Never-married, Not-in-family, Female,0.0,40
25228,18, Some-college,10, Never-married, Own-child, Female,0.0,38
25230,33, Bachelors,13, Separated, Not-in-family, Male,4650.0,35
25232,23, Some-college,10, Never-married, Not-in-family, Male,4101.0,40
25233,37, HS-grad,9, Divorced, Own-child, Male,0.0,45
25235,36, HS-grad,9, Divorced, Unmarried, Male,,43
25236,45, 12th,8, Married-civ-spouse, Wife, Female,3103.0,40
25237,32,,13, Never-married, Not-in-family, Female,,48
25241,29, Masters,14, Never-married, Not-in-family,,0.0,65
25244,27, Bachelors,13, Never-married, Not-in-family, Male,,45
25247,23,,10, Never-married, Not-in-family, Female,,30
25248,45, Assoc-voc,11, Widowed, Not-in-family, Female,0.0,40
25249,36, Some-college,10, Married-civ-spouse, Wife, Female,0.0,35
25250,36, 11th,7, Married-civ-spouse, Husband, Male,5178.0,40
25253,39, Some-college,10, Divorced, Own-child,,,70
25254,50, HS-grad,9, Married-spouse-absent, Unmarried, Female,0.0,40
25255,38, HS-grad,9, Married-civ-spouse, Wife, Female,15024.0,40
25256,58, Bachelors,13, Widowed, Unmarried, Female,,40
25258,24, Bachelors,13, Never-married, Own-child, Male,0.0,55
25262,34, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,44
25263,40, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,40
25264,53, Bachelors,13, Divorced, Unmarried, Female,0.0,40
25268,22, Assoc-acdm,12, Never-married, Own-child, Male,0.0,40
25279,69, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,20
25282,61, 5th-6th,3, Married-civ-spouse, Husband, Male,3411.0,45
25286,37, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,46
25287,51, Prof-school,15, Never-married, Not-in-family, Female,0.0,50
25294,34, Masters,14, Never-married, Own-child, Male,0.0,40
25300,57, Some-college,10, Never-married, Own-child, Male,0.0,40
25301,26,,13, Married-civ-spouse, Husband, Male,0.0,55
25307,51, 10th,6, Separated, Unmarried, Female,0.0,40
25309,42,,10, Divorced, Not-in-family, Female,0.0,50
25311,29, Prof-school,15, Never-married, Unmarried, Male,,45
25313,47, Prof-school,15, Married-civ-spouse, Husband, Male,,60
25317,21, 5th-6th,3, Never-married, Not-in-family, Male,0.0,40
25319,60, Assoc-voc,11, Widowed, Unmarried,,0.0,40
25322,27, HS-grad,9, Never-married, Own-child, Male,0.0,20
25323,40, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,40
25326,43, HS-grad,9, Separated, Not-in-family, Female,0.0,40
25328,31, HS-grad,9, Never-married, Not-in-family, Male,0.0,85
25329,28, HS-grad,9, Married-civ-spouse, Husband, Male,,60
25330,44, Masters,14, Never-married, Not-in-family, Female,0.0,35
25333,42, 9th,5, Separated, Unmarried, Male,0.0,40
25334,18, 10th,6, Never-married, Own-child, Male,0.0,10
25337,54, HS-grad,9, Married-civ-spouse, Husband,,,50
25338,56, Some-college,10, Divorced, Not-in-family, Female,0.0,45
25339,27, Some-college,10, Never-married, Unmarried,,0.0,50
25344,18,,9, Never-married, Own-child, Female,0.0,30
25345,36, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,65
25346,37, 10th,6, Never-married, Not-in-family, Male,0.0,40
25347,31, 5th-6th,3, Never-married, Own-child, Male,0.0,25
25348,46, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,51
25349,24, HS-grad,9, Divorced, Not-in-family, Male,,40
25351,55, 5th-6th,3, Married-civ-spouse, Husband, Male,0.0,50
25354,65, Masters,14, Never-married, Not-in-family, Male,,99
25356,45, Masters,14, Married-civ-spouse, Husband, Male,15024.0,60
25362,26, HS-grad,9, Never-married, Own-child,,3325.0,40
25363,24, Some-college,10, Never-married, Other-relative, Male,,35
25365,36, 10th,6, Never-married, Not-in-family, Female,,34
25367,23, Some-college,10, Never-married, Not-in-family,,,60
25368,57, HS-grad,9, Married-civ-spouse, Husband, Male,,55
25371,32, Some-college,10, Married-civ-spouse, Husband, Male,0.0,36
25372,60, HS-grad,9, Married-civ-spouse, Wife, Female,,40
25374,29, HS-grad,9, Never-married, Not-in-family, Female,0.0,45
25378,59, Some-college,10, Married-civ-spouse, Husband, Male,,45
25384,22, 11th,7, Never-married, Own-child, Male,0.0,35
25385,47, Assoc-voc,11, Divorced, Unmarried, Female,0.0,44
25386,26,,9, Married-AF-spouse, Husband, Male,0.0,55
25387,21, Some-college,10, Divorced, Own-child, Male,,40
25388,27,,9, Never-married, Own-child, Female,0.0,15
25390,20, Assoc-voc,11, Never-married, Own-child, Female,0.0,25
25393,39, 11th,7, Divorced, Other-relative,,,40
25394,36, Assoc-acdm,12, Never-married, Not-in-family, Male,,40
25395,66, Some-college,10, Married-civ-spouse, Husband,,0.0,45
25399,40, Bachelors,13, Married-civ-spouse, Husband,,0.0,32
25404,59, HS-grad,9, Married-civ-spouse, Husband,,,45
25405,63, Some-college,10, Divorced, Not-in-family, Female,0.0,40
25406,26, HS-grad,9, Never-married, Other-relative, Male,,40
25407,41, 9th,5, Divorced, Other-relative,,0.0,35
25411,47, HS-grad,9, Married-civ-spouse, Wife,,,30
25413,34, Assoc-voc,11, Married-civ-spouse, Husband,,0.0,40
25416,53, HS-grad,9, Widowed, Unmarried, Male,0.0,40
25420,18, Some-college,10, Never-married, Own-child, Female,2176.0,35
25421,59, Assoc-voc,11, Never-married, Not-in-family, Male,0.0,40
25426,45, Assoc-acdm,12, Widowed, Unmarried, Male,0.0,40
25428,22, HS-grad,9, Never-married, Not-in-family, Male,,25
25429,50, HS-grad,9, Married-civ-spouse, Husband, Male,7298.0,40
25431,43, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
25433,24, Bachelors,13, Never-married, Not-in-family, Male,2174.0,45
25434,54, Some-college,10, Married-civ-spouse, Husband, Male,15024.0,40
25438,54, Masters,14, Married-civ-spouse, Husband, Male,0.0,44
25443,44, HS-grad,9, Divorced, Not-in-family,,0.0,40
25446,35, HS-grad,9, Never-married, Unmarried, Female,0.0,40
25447,30, Assoc-acdm,12, Never-married, Not-in-family, Female,,40
25448,29,,10, Never-married, Not-in-family, Male,0.0,35
25449,49, Bachelors,13, Married-civ-spouse, Husband, Male,7688.0,66
25450,28, 10th,6, Never-married, Not-in-family, Male,,40
25453,17, 10th,6, Never-married, Own-child, Male,,12
25456,54, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,50
25458,26, Assoc-acdm,12, Married-civ-spouse, Own-child, Female,0.0,40
25460,34, HS-grad,9, Divorced, Not-in-family,,0.0,48
25463,41, HS-grad,9, Never-married, Not-in-family, Male,0.0,60
25467,31, 10th,6, Married-civ-spouse, Husband,,0.0,40
25468,27, Some-college,10, Never-married, Not-in-family,,0.0,50
25470,35, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,40
25471,43, Some-college,10, Married-civ-spouse, Husband, Male,,45
25472,40, HS-grad,9, Divorced, Unmarried, Female,0.0,36
25474,23, Assoc-acdm,12, Never-married, Own-child, Male,0.0,32
25475,40, HS-grad,9, Separated, Unmarried, Male,0.0,40
